timestamp,elapsed,pupil_size,gaze_x,gaze_y,since_stimulus
0.02854323387145996,0.0,13,0.5274855494499207,0.531122475862503,-1750855516.4894567
0.13819527626037598,0.10965204238891602,22,0.5252495457728704,0.5358112255732218,-1750855516.3798046
0.1472322940826416,0.11868906021118164,19,0.5221829811731974,0.5287533104419708,-1750855516.3707676
0.18259024620056152,0.15404701232910156,19,0.5220302939414978,0.5304292539755503,-1750855516.3354096
0.2090151309967041,0.18047189712524414,20,0.5223000099261602,0.5305925905704498,-1750855516.3089848
0.24078011512756348,0.21223688125610352,20,0.5222285588582357,0.5300782918930054,-1750855516.2772198
0.26712799072265625,0.2385847568511963,19,0.5220919301112493,0.5295986533164978,-1750855516.250872
0.3066432476043701,0.27810001373291016,19,0.5222158581018448,0.5294939676920573,-1750855516.2113566
0.33593225479125977,0.3073890209197998,20,0.5220236678918203,0.5302883684635162,-1750855516.1820676
0.3659961223602295,0.33745288848876953,20,0.5218226114908854,0.5303089320659637,-1750855516.1520038
0.39992523193359375,0.3713819980621338,20,0.5217549006144205,0.5289875566959381,-1750855516.1180747
0.44005393981933594,0.411510705947876,19,0.5217437595129013,0.5290436943372091,-1750855516.077946
0.4742293357849121,0.44568610191345215,20,0.5214582035938898,0.5297797918319702,-1750855516.0437706
0.513484001159668,0.484940767288208,20,0.5216732174158096,0.5302758514881134,-1750855516.004516
0.5403320789337158,0.5117888450622559,20,0.5219768931468328,0.5296914378801981,-1750855515.9776678
0.5748341083526611,0.5462908744812012,19,0.5223986655473709,0.5299234986305237,-1750855515.9431658
0.60980224609375,0.58125901222229,19,0.5224223186572393,0.5297314325968424,-1750855515.9081976
0.6342990398406982,0.6057558059692383,19,0.5224866221348444,0.5300519367059072,-1750855515.8837008
0.6702792644500732,0.6417360305786133,19,0.5227380643288294,0.5294445157051086,-1750855515.8477206
0.7057492733001709,0.6772060394287109,20,0.5230265607436498,0.5293116966883341,-1750855515.8122506
0.7390592098236084,0.7105159759521484,20,0.5229390412569046,0.5294234355290731,-1750855515.7789407
0.774057149887085,0.745513916015625,19,0.5230540484189987,0.5295769969622294,-1750855515.7439427
0.8061490058898926,0.7776057720184326,20,0.5231052885452906,0.5295933783054352,-1750855515.711851
0.841508150100708,0.812964916229248,17,0.5232273836930593,0.5353865722815195,-1750855515.6764917
0.8654823303222656,0.8369390964508057,17,0.5220455179611841,0.5383041302363077,-1750855515.6525176
0.899461030960083,0.870917797088623,17,0.5214749723672867,0.5337405502796173,-1750855515.6185389
0.9384260177612305,0.9098827838897705,19,0.5215917478005091,0.5314358870188395,-1750855515.5795739
0.9729640483856201,0.9444208145141602,19,0.5216247886419296,0.5304131706555685,-1750855515.5450358
1.001655101776123,0.9731118679046631,20,0.5221848835547765,0.5294806659221649,-1750855515.5163448
1.0371341705322266,1.0085909366607666,20,0.5220359712839127,0.5275649229685465,-1750855515.4808657
1.075801134109497,1.047257900238037,20,0.5215654919544855,0.5284739037354788,-1750855515.4421988
1.115264892578125,1.086721658706665,20,0.5219697604576746,0.5286728143692017,-1750855515.402735
1.1398911476135254,1.1113479137420654,20,0.5222839166720709,0.52789639433225,-1750855515.3781087
1.1735992431640625,1.1450560092926025,20,0.5223918209473292,0.5266954004764557,-1750855515.3444006
1.2023892402648926,1.1738460063934326,20,0.5224689195553461,0.5263726810614268,-1750855515.3156106
1.2428030967712402,1.2142598628997803,21,0.5225493361552557,0.5273413409789404,-1750855515.2751968
1.2691152095794678,1.2405719757080078,20,0.5223600566387177,0.5268636147181193,-1750855515.2488847
1.302131175994873,1.273587942123413,20,0.5224660684665045,0.5261215766270956,-1750855515.2158687
1.3354532718658447,1.3069100379943848,20,0.5224419881900152,0.5261526455481847,-1750855515.1825466
1.372330904006958,1.343787670135498,20,0.5224192490180334,0.526008685429891,-1750855515.145669
1.3986001014709473,1.3700568675994873,21,0.5224017649888992,0.5256568143765131,-1750855515.1193998
