timestamp,pupil_size,elapsed
1749722031.3667,16,3.9940788745880127
1749722031.398562,16,4.025940895080566
1749722031.43079,16,4.058168888092041
1749722031.465719,17,4.093097925186157
1749722031.500267,17,4.127645969390869
1749722031.531732,17,4.159111022949219
1749722031.565598,17,4.192976951599121
1749722031.600829,17,4.22820782661438
1749722031.631664,17,4.259042978286743
1749722031.666987,17,4.294365882873535
1749722031.698399,17,4.325778007507324
1749722031.731308,16,4.358686923980713
1749722031.764616,17,4.391994953155518
1749722031.799691,17,4.427069902420044
1749722031.834362,17,4.461740970611572
1749722031.8634,16,4.490778923034668
1749722031.89948,17,4.5268590450286865
