timestamp,elapsed,pupil_size,gaze_x,gaze_y,since_stimulus
0.036126136779785156,0.0,11,0.5046415627002716,0.48942525188128155,-1750857097.3128738
0.10806894302368164,0.07194280624389648,25,0.5019796341657639,0.4835709035396576,-1750857097.240931
0.12099003791809082,0.08486390113830566,21,0.49812373518943787,0.48026761909325916,-1750857097.22801
0.14225316047668457,0.10612702369689941,21,0.4974041134119034,0.4811355570952098,-1750857097.2067468
0.17111706733703613,0.13499093055725098,21,0.49741852283477783,0.48138271272182465,-1750857097.177883
0.21103906631469727,0.1749129295349121,21,0.49764739473660785,0.4814223845799764,-1750857097.137961
0.2392101287841797,0.20308399200439453,21,0.49747538069883984,0.4817630151907603,-1750857097.1097898
0.2753438949584961,0.23921775817871094,21,0.4972454458475113,0.4821937282880147,-1750857097.073656
0.3125290870666504,0.27640295028686523,21,0.4975295464197795,0.48255810141563416,-1750857097.036471
0.33701419830322266,0.3008880615234375,22,0.4982462873061498,0.48310478031635284,-1750857097.0119858
0.3754861354827881,0.33935999870300293,21,0.4980809936920802,0.4826128880182902,-1750857096.9735138
0.4122920036315918,0.37616586685180664,21,0.4980223625898361,0.4827604244152705,-1750857096.936708
0.44350695610046387,0.4073808193206787,22,0.4979872852563858,0.48424417277177173,-1750857096.905493
0.4676780700683594,0.4315519332885742,21,0.49808747073014575,0.48852330446243286,-1750857096.881322
0.5055410861968994,0.46941494941711426,21,0.4984240035216014,0.4893747965494792,-1750857096.843459
0.545281171798706,0.5091550350189209,21,0.49847306807835895,0.48998068769772846,-1750857096.8037188
0.5730812549591064,0.5369551181793213,21,0.4985862672328949,0.4902791380882263,-1750857096.7759187
0.6078312397003174,0.5717051029205322,20,0.4984230399131775,0.4900685250759125,-1750857096.7411687
0.6376461982727051,0.6015200614929199,21,0.49828897913297016,0.49032491942246753,-1750857096.7113538
0.6756191253662109,0.6394929885864258,20,0.4986794988314311,0.49062108993530273,-1750857096.6733809
0.7050549983978271,0.668928861618042,21,0.4983380486567815,0.4908216694990794,-1750857096.643945
0.7418820858001709,0.7057559490203857,20,0.49833211302757263,0.49086224536101025,-1750857096.607118
0.7736489772796631,0.7375228404998779,21,0.4987509101629257,0.49095816910266876,-1750857096.575351
0.8097710609436035,0.7736449241638184,20,0.4981056402126948,0.49113727112611133,-1750857096.539229
0.8440721035003662,0.807945966720581,20,0.49874097605546314,0.4912491788466771,-1750857096.5049279
0.8684420585632324,0.8323159217834473,21,0.4984356164932251,0.49082812666893005,-1750857096.480558
0.9059460163116455,0.8698198795318604,21,0.49816808601220447,0.49094415704409283,-1750857096.443054
0.9424662590026855,0.9063401222229004,20,0.4976995140314102,0.4899142136176427,-1750857096.4065337
0.9765012264251709,0.9403750896453857,21,0.4981334904829661,0.49126624564329785,-1750857096.3724988
1.0090429782867432,0.972916841506958,22,0.4984128475189209,0.49266308546066284,-1750857096.339957
1.041011095046997,1.004884958267212,21,0.4984574814637502,0.4919627606868744,-1750857096.307989
1.0709269046783447,1.0348007678985596,21,0.4989258448282878,0.4921320875485738,-1750857096.278073
1.1056511402130127,1.0695250034332275,21,0.49888846774895984,0.49279872079690296,-1750857096.2433488
1.142909049987793,1.1067829132080078,20,0.4990948686997096,0.49292043844858807,-1750857096.206091
1.1753449440002441,1.139218807220459,21,0.4993773400783539,0.4928520421187083,-1750857096.173655
1.2037420272827148,1.1676158905029297,21,0.49944929778575897,0.4925086895624797,-1750857096.145258
1.238548994064331,1.202422857284546,20,0.4989650944868724,0.4924093683560689,-1750857096.110451
1.271637201309204,1.235511064529419,21,0.49895472327868146,0.49228017528851825,-1750857096.0773628
1.3044910430908203,1.2683649063110352,21,0.4985371182362239,0.4925253391265869,-1750857096.044509
1.3443450927734375,1.3082189559936523,21,0.4985745996236801,0.4926938513914744,-1750857096.004655
1.375411033630371,1.339284896850586,20,0.4985048770904541,0.49305098752180737,-1750857095.973589
1.4135329723358154,1.3774068355560303,20,0.49823997914791107,0.4937039464712143,-1750857095.935467
1.445289134979248,1.409162998199463,20,0.49814800421396893,0.4932935486237208,-1750857095.9037108
1.4729321002960205,1.4368059635162354,21,0.497830793261528,0.49321219325065613,-1750857095.8760679
1.5098011493682861,1.473675012588501,20,0.49835963050524396,0.4938947409391403,-1750857095.8391988
1.5400300025939941,1.503903865814209,20,0.4979853381713231,0.49432027836640674,-1750857095.80897
1.577543020248413,1.541416883468628,20,0.49821506440639496,0.4942894329627355,-1750857095.771457
1.6053378582000732,1.569211721420288,21,0.4981471697489421,0.49469247460365295,-1750857095.743662
1.6466550827026367,1.6105289459228516,19,0.5014407883087794,0.5015465517838796,-1750857095.702345
1.6727430820465088,1.6366169452667236,19,0.5014007339874903,0.5047091543674469,-1750857095.676257
1.7055492401123047,1.6694231033325195,16,0.4984335203965505,0.4965669612089793,-1750857095.6434507
1.7394020557403564,1.7032759189605713,20,0.4973455419143041,0.4917765408754349,-1750857095.609598
1.772564172744751,1.7364380359649658,21,0.49663663407166797,0.4893382837375005,-1750857095.5764358
1.8073711395263672,1.771245002746582,21,0.49653685092926025,0.48793918391068775,-1750857095.5416288
1.8405001163482666,1.8043739795684814,22,0.4959923227628072,0.48667052388191223,-1750857095.5084999
1.8794529438018799,1.8433268070220947,21,0.4954840987920761,0.48681525389353436,-1750857095.469547
1.9132940769195557,1.8771679401397705,21,0.49583595991134644,0.48704689741134644,-1750857095.435706
1.9396731853485107,1.9035470485687256,21,0.4956471274296443,0.4871619741121928,-1750857095.4093268
1.9716792106628418,1.9355530738830566,22,0.4950173646211624,0.4875662475824356,-1750857095.3773208
2.0043630599975586,1.9682369232177734,21,0.4950992812712987,0.48814581831296283,-1750857095.344637
2.0466041564941406,2.0104780197143555,21,0.49497851232687634,0.4881897022326787,-1750857095.3023958
2.07079815864563,2.0346720218658447,22,0.4949403752883275,0.48848991096019745,-1750857095.2782018
2.1048920154571533,2.068765878677368,23,0.49502993126710254,0.4889848679304123,-1750857095.244108
2.140576124191284,2.104449987411499,22,0.4948618908723195,0.4898477991422017,-1750857095.2084239
2.1819982528686523,2.145872116088867,22,0.49498797456423443,0.4903363684813182,-1750857095.1670017
2.204214096069336,2.168087959289551,22,0.49455631772677106,0.4897748827934265,-1750857095.144786
2.240492105484009,2.2043659687042236,23,0.4943652202685674,0.48970281581083935,-1750857095.1085079
